event_id,num_perimeters_0_5h,dt_first_last_0_5h,low_temporal_resolution_0_5h,area_first_ha,area_growth_abs_0_5h,area_growth_rel_0_5h,area_growth_rate_ha_per_h,log1p_area_first,log1p_growth,log_area_ratio_0_5h,relative_growth_0_5h,radial_growth_m,radial_growth_rate_m_per_h,centroid_displacement_m,centroid_speed_m_per_h,spread_bearing_deg,spread_bearing_sin,spread_bearing_cos,dist_min_ci_0_5h,dist_std_ci_0_5h,dist_change_ci_0_5h,dist_slope_ci_0_5h,closing_speed_m_per_h,closing_speed_abs_m_per_h,projected_advance_m,dist_accel_m_per_h2,dist_fit_r2_0_5h,alignment_cos,alignment_abs,cross_track_component,along_track_speed,event_start_hour,event_start_dayofweek,event_start_month,time_to_hit_hours,event
59863246,9,4.567797819,0,180.4430441,568.80882,3.152290092,124.5258311,5.200941798,6.345300901,1.423660007,3.152290092,786.4552543,172.173832,1178.520006,258.0061669,39.80048273,0.640116172,0.768278131,5215.748715,110.6732232,234.7733599,69.99113459,-51.39749375,51.39749375,-234.7733599,17.43873952,0.627068023,-0.086336007,0.086336007,257.0427914,-22.27522216,20,1,6,57.08968793,0
59912474,1,0,1,54.84752845,0,0,0,4.022625271,0,0,0,0,0,0,0,0,0,1,656.9818864,0,0,0,0,0,0,0,0,0,0,0,0,21,1,9,13.10741699,1
60008113,1,0,1,103.6463435,0,0,0,4.650586508,0,0,0,0,0,0,0,0,0,1,498519.0561,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,60.07479443,0
60132804,13,4.819050849,0,1630.389625,2508.041442,1.538308024,520.4430335,7.397187461,7.827656064,0.931497726,1.538308024,1351.378212,280.4241446,2045.333109,424.4265464,93.8978041,0.997686885,-0.067977054,2798.867829,850.7350444,-1706.526611,-566.7109182,354.1208974,354.1208974,1706.526611,-116.9273861,0.502981471,0.902627768,0.902627768,-182.6825305,383.099186,20,2,7,1.262348174,1
60328541,1,0,1,45.54882601,0,0,0,3.840501783,0,0,0,0,0,0,0,0,0,1,218084.3377,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,65.71784847,0
60871141,7,2.086154759,0,148.8345819,27.61086754,0.185513791,13.23529207,5.009531898,3.35378663,0.170176259,0.185513791,61.12989145,29.30266375,110.4963194,52.96650159,80.91252605,0.98744836,0.157942194,868.6134046,1.14E-13,0,9.86E-14,0,0,0,-1.91E-13,0.285714286,-0.475472993,0.475472993,-46.59623732,-25.18414103,21,6,8,0.410032163,1
60883493,1,0,1,198.4636845,0,0,0,5.295632187,0,0,0,0,0,0,0,0,0,1,5404.553876,0,0,0,0,0,0,0,0,0,0,0,0,20,2,7,60.73052582,0
61186593,4,4.583171289,0,703.2834273,0,0,0,6.557180871,0,0,0,0,0,0,0,0,0,1,200228.8637,0,0,-8.10E-12,0,0,0,-1.32E-11,0,-0.9999948,0.9999948,0,0,20,2,7,63.89179342,0
61455506,1,0,1,98.47321455,0,0,0,4.599888407,0,0,0,0,0,0,0,0,0,1,152444.9474,0,0,0,0,0,0,0,0,0,0,0,0,19,4,6,66.64079076,0
62295471,1,0,1,42.95650733,0,0,0,3.783200675,0,0,0,0,0,0,0,0,0,1,3044.528632,0,0,0,0,0,0,0,0,0,0,0,0,21,3,7,0.132979024,1
62568772,5,4.491952683,0,42.59384916,0,0,0,3.774916066,0,0,0,0,0,0,0,0,0,1,1814.911174,0,0,-2.40E-13,0,0,0,3.60E-13,0,-0.842838261,0.842838261,0,0,22,3,5,0.376565957,1
62887976,3,4.645517888,0,0.665505878,0,0,0,0.510128908,0,0,0,0,0,0,0,0,0,1,2113.034653,0,0,4.79E-14,0,0,0,-2.19E-13,0,-0.757293941,0.757293941,0,0,21,3,7,3.320299727,1
63182365,1,0,1,1951.613874,0,0,0,7.576924202,0,0,0,0,0,0,0,0,0,1,2941.670461,0,0,0,0,0,0,0,0,0,0,0,0,19,5,8,45.33606271,1
64255332,1,0,1,131.7370173,0,0,0,4.888369857,0,0,0,0,0,0,0,0,0,1,158865.6281,0,0,0,0,0,0,0,0,0,0,0,0,23,1,7,33.39430561,0
64647602,2,4.527392191,0,18.9340762,0,0,0,2.992430639,0,0,0,0,0,0,0,0,0,1,275808.9152,0,0,-1.29E-11,0,0,0,0,0,-0.997275833,0.997275833,0,0,22,3,7,65.25434637,0
65120642,4,4.640813318,0,420.3987298,352.0324243,0.837377469,75.85576066,6.043579487,5.866559906,0.608339265,0.837377469,411.2388283,88.61352529,548.8348654,118.2626466,34.8475278,0.571394528,0.82067551,131497.0308,180.7129639,-435.8771141,-84.5482309,93.92257007,93.92257007,435.8771141,-94.18475437,0.658097146,0.796468885,0.796468885,71.51099965,94.19251833,17,2,6,2.483279284,0
66457746,2,3.76802964,0,9.314298977,0,0,0,2.333531183,0,0,0,0,0,0,0,0,0,1,572545.7207,0,0,0,0,0,0,0,0,0.495605877,0.495605877,0,0,21,5,3,34.5338026,0
66587029,1,0,1,3.707171434,0,0,0,1.549087183,0,0,0,0,0,0,0,0,0,1,83351.51571,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,26.38656247,0
66678641,1,0,1,123.4217475,0,0,0,4.823676984,0,0,0,0,0,0,0,0,0,1,2634.347322,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8,7.488617355,1
66725353,1,0,1,2.062098004,0,0,0,1.119100303,0,0,0,0,0,0,0,0,0,1,1458.421526,0,0,0,0,0,0,0,0,0,0,0,0,16,2,7,55.17060979,1
67308425,1,0,1,13.1271772,0,0,0,2.648100403,0,0,0,0,0,0,0,0,0,1,2577.9704,0,0,0,0,0,0,0,0,0,0,0,0,18,1,8,3.362595622,1
67947674,2,3.068992391,0,3.166187127,0,0,0,1.427001259,0,0,0,0,0,0,0,0,0,1,5848.796495,0,0,0,0,0,0,0,0,-0.575537531,0.575537531,0,0,8,6,8,9.404261131,0
68486145,1,0,1,362.7645423,0,0,0,5.896506796,0,0,0,0,0,0,0,0,0,1,136030.9564,0,0,0,0,0,0,0,0,0,0,0,0,18,6,5,62.33355677,0
68898469,1,0,1,10.58053924,0,0,0,2.449326037,0,0,0,0,0,0,0,0,0,1,5906.668697,0,0,0,0,0,0,0,0,0,0,0,0,22,5,6,63.56438178,0
68911231,2,2.278508389,0,228.1224113,0,0,0,5.434256408,0,0,0,0,0,0,0,0,0,1,494.598176,0,0,0,0,0,0,0,0,-0.663145081,0.663145081,0,0,22,1,7,0.867176501,1
69453871,6,4.789218075,0,1668.669259,806.5518697,0.483350349,168.4099277,7.420380837,6.694007288,0.394303279,0.483350349,502.2554408,104.8721175,506.3735388,105.7319861,219.9974627,-0.642753685,-0.766072908,2504.418217,60.67008502,-121.34017,-32.07249168,25.33611294,25.33611294,121.34017,-12.95785387,0.677711083,0.326958766,0.326958766,-99.92080864,34.56999969,18,2,1,0.514906759,1
69696766,1,0,1,202.7049041,0,0,0,5.316672398,0,0,0,0,0,0,0,0,0,1,13840.82208,0,0,0,0,0,0,0,0,0,0,0,0,21,3,6,20.46423758,0
69788114,1,0,1,51.47044277,0,0,0,3.960250016,0,0,0,0,0,0,0,0,0,1,2186.942206,0,0,0,0,0,0,0,0,0,0,0,0,16,2,7,20.87294374,1
69938994,1,0,1,6.464945749,0,0,0,2.010218164,0,0,0,0,0,0,0,0,0,1,1373.487966,0,0,0,0,0,0,0,0,0,0,0,0,15,1,7,3.667386218,1
70156135,1,0,1,57.65928661,0,0,0,4.071745902,0,0,0,0,0,0,0,0,0,1,412694.9196,0,0,0,0,0,0,0,0,0,0,0,0,18,2,3,18.91827401,0
70401139,12,2.93229394,0,29.96597679,536.082195,17.88969533,182.820074,3.432889079,6.286151146,2.938616521,17.88969533,1033.462624,352.4416873,1744.887012,595.0586973,99.55594694,0.986123969,-0.166010594,644.9376891,0,0,-1.28E-13,0,0,0,3.54E-13,0,-0.884950079,0.884950079,277.1104457,-526.5972409,22,6,6,1.938121585,1
71012530,1,0,1,0.167018548,0,0,0,0.154452247,0,0,0,0,0,0,0,0,0,1,312721.2946,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12.24232216,0
71424445,3,4.710365445,0,259.3559091,33.11973536,0.127699945,7.031245398,5.562049576,3.529875966,0.120180111,0.127699945,56.27162701,11.94633997,73.1419084,15.52786281,271.4531888,-0.999678378,0.025360209,3175.968041,33.24728461,70.52814121,13.42234784,-14.9729659,14.9729659,-70.52814121,17.02605263,0.615582587,-0.963147397,0.963147397,-4.176593668,-14.95562064,10,2,6,1.469195425,1
71782873,2,1.57532289,0,0.037524838,0,0,0,0.036837913,0,0,0,0,0,0,0,0,0,1,194325.2169,0,0,-1.85E-11,0,0,0,0,0,-0.971577319,0.971577319,0,0,21,3,8,55.06555553,0
72668739,1,0,1,1.556149693,0,0,0,0.9385021,0,0,0,0,0,0,0,0,0,1,11947.86964,0,0,0,0,0,0,0,0,0,0,0,0,23,5,8,36.9585466,0
72709271,2,2.028575971,0,151.2698663,0,0,0,5.025654383,0,0,0,0,0,0,0,0,0,1,14843.57266,0,0,0,0,0,0,0,0,0.492499627,0.492499627,0,0,20,5,5,64.44994045,0
72762907,1,0,1,13.61403289,0,0,0,2.681982224,0,0,0,0,0,0,0,0,0,1,31058.89243,0,0,0,0,0,0,0,0,0,0,0,0,22,6,7,43.81576297,0
73046875,1,0,1,672.4503447,0,0,0,6.512414266,0,0,0,0,0,0,0,0,0,1,8267.460739,0,0,0,0,0,0,0,0,0,0,0,0,21,6,8,66.60121243,0
73362817,1,0,1,67.56053893,0,0,0,4.227717135,0,0,0,0,0,0,0,0,0,1,1464.568356,0,0,0,0,0,0,0,0,0,0,0,0,19,1,7,19.56184915,1
73464738,1,0,1,42.85269428,0,0,0,3.78083616,0,0,0,0,0,0,0,0,0,1,295594.5374,0,0,0,0,0,0,0,0,0,0,0,0,19,6,7,65.6977524,0
74520040,1,0,1,7197.117884,0,0,0,8.881574866,0,0,0,0,0,0,0,0,0,1,27514.33903,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,63.38346976,0
74572738,12,1.221002346,0,18.01312581,3.32796432,0.184752183,2.725600268,2.945129573,1.465097298,0.169533616,0.184752183,21.18275058,17.34865675,38.03504664,31.15067451,283.5499182,-0.972166165,0.23429244,488007.479,18.40216563,37.93643827,42.8996168,-31.06991432,31.06991432,-37.93643827,16.71922764,0.76259951,-0.997401885,0.997401885,-2.244033517,-31.06974148,23,4,4,32.57303382,0
75429514,1,0,1,2221.464477,0,0,0,7.706371984,0,0,0,0,0,0,0,0,0,1,42221.41446,0,0,0,0,0,0,0,0,0,0,0,0,18,1,5,65.33281997,0
76217490,2,2.024599034,0,23.74096897,0,0,0,3.208460532,0,0,0,0,0,0,0,0,0,1,8292.770207,0,0,-4.49E-13,0,0,0,0,0,0.073442141,0.073442141,0,0,18,1,8,62.41916849,0
76322687,1,0,1,288.2660057,0,0,0,5.6673467,0,0,0,0,0,0,0,0,0,1,617974.7365,0,0,0,0,0,0,0,0,0,0,0,0,23,3,7,64.78061228,0
76903640,1,0,1,296.4579626,0,0,0,5.695272913,0,0,0,0,0,0,0,0,0,1,212682.3039,0,0,0,0,0,0,0,0,0,0,0,0,22,3,7,62.70764026,0
77028404,7,4.073753183,0,149.9588516,-2.16E-05,-1.44E-07,-5.29E-06,5.017007294,0,-1.44E-07,-1.44E-07,-4.97E-05,-1.22E-05,0.002270919,0.000557451,234.897486,-0.818124487,-0.57504115,306.9545512,0,0,-2.85E-14,0,0,0,-8.24E-14,0,0.976197005,0.976197005,-0.000120903,0.000544182,21,1,6,2.9800083,1
78390748,1,0,1,31.53884239,0,0,0,3.482434526,0,0,0,0,0,0,0,0,0,1,98828.35648,0,0,0,0,0,0,0,0,0,0,0,0,23,0,6,38.52526441,0
78849751,1,0,1,19.50334398,0,0,0,3.020587994,0,0,0,0,0,0,0,0,0,1,318819.4622,0,0,0,0,0,0,0,0,0,0,0,0,20,3,7,25.41608607,0
79439605,1,0,1,47.76864945,0,0,0,3.887087677,0,0,0,0,0,0,0,0,0,1,10266.03447,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,38.43535787,0
79655801,1,0,1,166.2467361,0,0,0,5.119470184,0,0,0,0,0,0,0,0,0,1,251409.5159,0,0,0,0,0,0,0,0,0,0,0,0,21,6,8,62.77376127,0
80054307,1,0,1,421.2730088,0,0,0,6.045652045,0,0,0,0,0,0,0,0,0,1,178447.707,0,0,0,0,0,0,0,0,0,0,0,0,20,6,7,58.94130613,0
80087496,1,0,1,258.1509073,0,0,0,5.557410546,0,0,0,0,0,0,0,0,0,1,186960.0794,0,0,0,0,0,0,0,0,0,0,0,0,21,5,8,66.79014055,0
80232624,1,0,1,928.6692723,0,0,0,6.834828902,0,0,0,0,0,0,0,0,0,1,330902.6569,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,20.96051776,0
80265452,1,0,1,188.7836465,0,0,0,5.245884721,0,0,0,0,0,0,0,0,0,1,7892.655684,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,62.88532225,0
80340843,1,0,1,82.68564452,0,0,0,4.427067452,0,0,0,0,0,0,0,0,0,1,520347.4391,0,0,0,0,0,0,0,0,0,0,0,0,22,0,8,15.7048571,0
80550714,17,3.16456337,0,53.94587459,280.2954751,5.195864877,88.57319077,4.006348602,5.63940563,1.823882099,5.195864877,617.0814083,194.9973302,744.1996197,235.1666036,133.572373,0.7245043,-0.68927028,562.9044336,0,0,1.48E-13,0,0,0,-8.68E-14,0,0.637210659,0.637210659,181.2404734,149.8506665,18,0,6,3.27495127,1
80745551,1,0,1,13.61270592,0,0,0,2.681891419,0,0,0,0,0,0,0,0,0,1,97021.67489,0,0,0,0,0,0,0,0,0,0,0,0,16,4,8,62.84103973,0
80823027,1,0,1,1777.623176,0,0,0,7.483594847,0,0,0,0,0,0,0,0,0,1,121375.3566,0,0,0,0,0,0,0,0,0,0,0,0,21,1,7,38.63661723,0
81413445,1,0,1,158.6028444,0,0,0,5.072688507,0,0,0,0,0,0,0,0,0,1,402419.9953,0,0,0,0,0,0,0,0,0,0,0,0,21,1,4,0.374486083,0
81541989,1,0,1,4.875967368,0,0,0,1.770870705,0,0,0,0,0,0,0,0,0,1,31135.44137,0,0,0,0,0,0,0,0,0,0,0,0,23,4,7,65.69899317,0
82428611,1,0,1,0.277086353,0,0,0,0.244581196,0,0,0,0,0,0,0,0,0,1,143600.0851,0,0,0,0,0,0,0,0,0,0,0,0,13,1,3,64.58061198,0
82440747,1,0,1,1925.574101,0,0,0,7.563498628,0,0,0,0,0,0,0,0,0,1,5719.205918,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,15.15400424,0
82683747,2,4.085600499,0,55.50900844,0,0,0,4.034400067,0,0,0,0,0,0,0,0,0,1,337738.0983,0,0,-7.12E-12,0,0,0,0,0,-0.785817325,0.785817325,0,0,22,2,6,50.51911319,0
83950561,1,0,1,424.9636375,0,0,0,6.054353985,0,0,0,0,0,0,0,0,0,1,1181.223495,0,0,0,0,0,0,0,0,0,0,0,0,18,6,5,14.323375,1
84048308,1,0,1,1116.965118,0,0,0,7.019265453,0,0,0,0,0,0,0,0,0,1,496409.0535,0,0,0,0,0,0,0,0,0,0,0,0,20,2,3,58.41185306,0
84366259,5,4.559604697,0,34.69386915,0,0,0,3.574978942,0,0,0,0,0,0,0,0,0,1,4186.392118,0,0,-2.77E-13,0,0,0,-4.64E-13,0,0.501443655,0.501443655,0,0,17,4,8,0.539167404,1
84486575,1,0,1,632.9734652,0,0,0,6.452007101,0,0,0,0,0,0,0,0,0,1,363654.4804,0,0,0,0,0,0,0,0,0,0,0,0,18,3,8,43.35753942,0
84940844,12,1.921278439,0,28.59542448,59.66529573,2.086532961,31.05499677,3.387619771,4.1053718,1.127048418,2.086532961,228.3415557,118.8487577,415.350696,216.1845402,49.96744465,0.765679089,0.643222771,816.1996039,0,0,-1.74E-13,0,0,0,5.87E-13,0,-0.15964878,0.15964878,-213.4117311,-34.51359808,0,5,5,0.292272147,1
84946127,2,1.875678091,0,27.02811628,0,0,0,3.333208159,0,0,0,0,0,0,0,0,0,1,2575.874517,0,0,-2.42E-13,0,0,0,0,0,0.964105731,0.964105731,0,0,22,6,8,0.717695017,1
85577091,1,0,1,59.0891479,0,0,0,4.095829258,0,0,0,0,0,0,0,0,0,1,52204.46335,0,0,0,0,0,0,0,0,0,0,0,0,22,5,7,63.93870559,0
85752079,7,4.163252491,0,114.0678938,0.002759904,2.42E-05,0.00066292,4.745522335,0.002756102,2.42E-05,2.42E-05,0.007289617,0.001750943,0.010016596,0.002405954,120.1686715,0.864549716,-0.502547299,1986.208476,0.002136447,-0.006105405,-0.000874013,0.001466499,0.001466499,0.006105405,-0.001403661,0.278653563,0.610489425,0.610489425,-0.001905575,0.00146881,22,6,7,2.059227286,1
86479991,1,0,1,1132.266208,0,0,0,7.032859192,0,0,0,0,0,0,0,0,0,1,24291.79838,0,0,0,0,0,0,0,0,0,0,0,0,21,3,7,66.66294359,0
86806129,1,0,1,457.4811283,0,0,0,6.127919131,0,0,0,0,0,0,0,0,0,1,1950.31682,0,0,0,0,0,0,0,0,0,0,0,0,18,1,7,21.52954398,1
86957035,1,0,1,496.2688099,0,0,0,6.209130745,0,0,0,0,0,0,0,0,0,1,2472.349087,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0.007176217,1
87010233,1,0,1,344.7709003,0,0,0,5.845776418,0,0,0,0,0,0,0,0,0,1,8717.567022,0,0,0,0,0,0,0,0,0,0,0,0,22,6,8,55.56569673,0
87095211,1,0,1,1458.731319,0,0,0,7.28600767,0,0,0,0,0,0,0,0,0,1,580998.2257,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,37.01667004,0
90380661,1,0,1,68.79647816,0,0,0,4.245583552,0,0,0,0,0,0,0,0,0,1,158184.0734,0,0,0,0,0,0,0,0,0,0,0,0,15,2,8,46.5305708,0
90654456,1,0,1,9082.076151,0,0,0,9.114168197,0,0,0,0,0,0,0,0,0,1,164450.5866,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,56.88385168,0
90827686,2,0.911585599,0,0.69620981,0,0,0,0.528396238,0,0,0,0,0,0,0,0,0,1,286020.1918,0,0,-3.19E-11,0,0,0,0,0,-0.998490051,0.998490051,0,0,0,1,9,65.67624521,0
91055825,1,0,1,17.85955625,0,0,0,2.937019748,0,0,0,0,0,0,0,0,0,1,219317.0015,0,0,0,0,0,0,0,0,0,0,0,0,20,6,6,62.98938772,0
91497993,1,0,1,292.8141033,0,0,0,5.682947266,0,0,0,0,0,0,0,0,0,1,20264.20431,0,0,0,0,0,0,0,0,0,0,0,0,20,2,8,61.30669916,0
91772155,1,0,1,1504.498816,0,0,0,7.316879562,0,0,0,0,0,0,0,0,0,1,360853.846,0,0,0,0,0,0,0,0,0,0,0,0,23,5,7,66.49997358,0
92588540,2,4.111124704,0,5.551144615,0,0,0,1.879639785,0,0,0,0,0,0,0,0,0,1,2444.541453,0,0,-1.11E-13,0,0,0,0,0,0.815212366,0.815212366,0,0,15,4,8,3.707196734,1
93260759,1,0,1,758.9438448,0,0,0,6.633244542,0,0,0,0,0,0,0,0,0,1,15878.56115,0,0,0,0,0,0,0,0,0,0,0,0,16,3,8,62.83652906,0
93408578,1,0,1,866.800529,0,0,0,6.765961883,0,0,0,0,0,0,0,0,0,1,1148.94066,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,14.84462115,1
94404349,1,0,1,44.62916563,0,0,0,3.820547109,0,0,0,0,0,0,0,0,0,1,3328.494334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11.82923637,1
94424495,1,0,1,6.536042232,0,0,0,2.019697141,0,0,0,0,0,0,0,0,0,1,7509.221711,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,18.70687847,0
94488511,5,4.921365767,0,2.374140883,0,0,0,1.216140739,0,0,0,0,0,0,0,0,0,1,209573.7267,0,0,3.12E-11,0,0,0,-5.29E-12,0,-0.999989887,0.999989887,0,0,16,0,9,64.78250936,0
95839532,1,0,1,42.28722321,0,0,0,3.767857516,0,0,0,0,0,0,0,0,0,1,5639.409208,0,0,0,0,0,0,0,0,0,0,0,0,23,1,8,66.09454981,0
96270286,1,0,1,3403.021842,0,0,0,8.132712906,0,0,0,0,0,0,0,0,0,1,196116.7787,0,0,0,0,0,0,0,0,0,0,0,0,20,1,7,65.01258682,0
96372213,1,0,1,169.688297,0,0,0,5.139839069,0,0,0,0,0,0,0,0,0,1,325976.7111,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,43.1098302,0
97075632,1,0,1,51.29519503,0,0,0,3.956904494,0,0,0,0,0,0,0,0,0,1,280232.1929,0,0,0,0,0,0,0,0,0,0,0,0,17,6,6,66.34062444,0
97362560,2,1.12710234,0,1.176990631,0,0,0,0.777943479,0,0,0,0,0,0,0,0,0,1,4544.949069,0,0,-1.21E-12,0,0,0,0,0,-0.277779432,0.277779432,0,0,18,1,7,5.694898474,1
97805715,2,3.710652745,0,71.94693013,0,0,0,4.289732192,0,0,0,0,0,0,0,0,0,1,6031.675383,0,0,0,0,0,0,0,0,0.694608774,0.694608774,0,0,18,1,9,44.0112531,0
99071478,1,0,1,20.22365921,0,0,0,3.05511656,0,0,0,0,0,0,0,0,0,1,4673.854411,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,22.97578308,1
99339733,1,0,1,902.231688,0,0,0,6.805979096,0,0,0,0,0,0,0,0,0,1,319890.1356,0,0,0,0,0,0,0,0,0,0,0,0,21,1,7,0.617344474,0
